"State","Facility_Name","Facility_ID","Unit_ID","Associated_Stacks","Year","Program_Code","Primary_Rep_Info","EPA_Region","NERC_Region","County","County_Code","FIPS_Code","Source_Category","Latitude","Longitude","Owner_Operator","SO2_Phase","NOx_Phase","Unit_Type","Primary_Fuel_Type","Secondary_Fuel_Type","SO2_Controls","NOx_Controls","PM_Controls","Hg_Controls","Commercial_Operation_Date","Operating_Status","Max_Hourly_HI_Rate","Associated_Generators_Capacity","Facility_Unit.ID","Estimated_NameplateCapacity_MW","min_gen_MW","mean_gen_MW","max_gen_MW","avg_operating_time","non_zero_count","unique_day_hours","start_date","end_date","non_zero_count_CO2","mean_CO2_tons_MW","mean_NOx_lbs_MW","mean_SO2_lbs_MW","mean_Heat_Input_mmBtu","Total_Expected_Points","Time_Slots_Above_3","Reliability_Score_3","Reliability_Label"
"MA","Mystic",1588,"94",NA,2013,"ARP, CAIROS, RGGI","606408",1,"NPCC","Middlesex County","MA017","017","Electric Utility",42.3917,-71.0667,"Constellation Mystic Power LLC (Owner/Operator)|Constellation Mystic Power LLC (Owner/Operator)","Phase 2",NA,"Combined cycle","Pipeline Natural Gas",NA,NA,"Selective Catalytic Reduction",NA,NA,"2003-04-21","Operating",2982,"GT94 (278.6), ST96 (315)","1588_94",593.6,0,290.642536055441,436,0.98456077917213,31815,8401,2013-01-01,2023-12-15,32034,0.426333926323377,0.0544584530510525,0.00430449141893678,2085.03567662484,8640,5853,67.7430555555556,"Low"
"MA","Mystic",1588,"MJ-1",NA,2013,"CAIROS","606408",1,"NPCC","Middlesex County","MA017","017","Electric Utility",42.3917,-71.0667,"Constellation Mystic Power LLC (Owner/Operator)|Constellation Mystic Power LLC (Owner/Operator)",NA,NA,"Combustion turbine","Diesel Oil",NA,NA,NA,NA,NA,"1969-01-01","Operating",186,"GT1 (14.2)","1588_MJ-1",14.2,0,5.71989528795812,11,0.679240837696335,369,348,2013-05-21,2020-09-22,0,NA,11.4442105263158,NA,126.203926701571,1752,1,0.0570776255707763,"Low"
"MA","Mystic",1588,"MJ-1",NA,2021,"SIPNOX","606408",1,"NPCC","Middlesex County","MA017","017","Electric Utility",42.3917,-71.0667,"Exelon Generation Company LLC (Owner)|Exelon Generation Company LLC (Operator)",NA,NA,"Combustion turbine","Diesel Oil",NA,NA,NA,NA,NA,"1969-01-01","Operating (Retired 05/31/2021)",186,"GT1 (14.2)","1588_MJ-1",14.2,0,5.71989528795812,11,0.679240837696335,369,348,2013-05-21,2020-09-22,0,NA,11.4442105263158,NA,126.203926701571,1752,1,0.0570776255707763,"Low"
"MA","Medway Station",1592,"J1T1",NA,2013,"CAIROS, RGGI","604279",1,NA,"Norfolk County","MA021","021","Electric Utility",42.1364,-71.4478,"Exelon New England Holdings, LLC (Owner)|Exelon West Medway, LLC (Operator)",NA,NA,"Combustion turbine","Diesel Oil","Pipeline Natural Gas",NA,NA,NA,NA,"1970-01-01","Operating",392,"GT1 (45)","1592_J1T1",45,0,10.6511627906977,29,0.567906976744186,627,680,2013-01-04,2023-12-23,731,1.69481119958901,11.2294631389674,NA,222.79097127223,4008,0,0,"Low"
"MA","Medway Station",1592,"J1T2",NA,2013,"CAIROS, RGGI","604279",1,NA,"Norfolk County","MA021","021","Electric Utility",42.1364,-71.4478,"Exelon New England Holdings, LLC (Owner)|Exelon West Medway, LLC (Operator)",NA,NA,"Combustion turbine","Diesel Oil","Pipeline Natural Gas",NA,NA,NA,NA,"1970-01-01","Operating",392,"GT1 (45)","1592_J1T2",45,0,11.6666666666667,36,0.570685805422648,572,578,2013-01-04,2023-12-21,627,1.55494190020506,10.7232399179768,NA,223.880542264753,3744,1,0.0267094017094017,"Low"
"MA","Medway Station",1592,"J2T1",NA,2013,"CAIROS, RGGI","604279",1,NA,"Norfolk County","MA021","021","Electric Utility",42.1364,-71.4478,"Exelon New England Holdings, LLC (Owner)|Exelon West Medway, LLC (Operator)",NA,NA,"Combustion turbine","Diesel Oil","Pipeline Natural Gas",NA,NA,NA,NA,"1970-01-01","Operating",392,"GT2 (45)","1592_J2T1",45,0,11.5022831050228,30,0.577762557077626,572,611,2013-01-21,2023-12-23,657,1.59663887786159,9.44243747518857,NA,226.656925418569,3864,0,0,"Low"
"MA","Medway Station",1592,"J2T2",NA,2013,"CAIROS, RGGI","604279",1,NA,"Norfolk County","MA021","021","Electric Utility",42.1364,-71.4478,"Exelon New England Holdings, LLC (Owner)|Exelon West Medway, LLC (Operator)",NA,NA,"Combustion turbine","Diesel Oil","Pipeline Natural Gas",NA,NA,NA,NA,"1970-01-01","Operating",392,"GT2 (45)","1592_J2T2",45,0,11.2799295774648,28,0.578045774647887,499,533,2013-01-21,2023-12-21,568,1.628921492118,10.3716716091775,NA,226.768133802817,3624,0,0,"Low"
"MA","Medway Station",1592,"J3T1",NA,2013,"CAIROS, RGGI","604279",1,NA,"Norfolk County","MA021","021","Electric Utility",42.1364,-71.4478,"Exelon New England Holdings, LLC (Owner)|Exelon West Medway, LLC (Operator)",NA,NA,"Combustion turbine","Diesel Oil","Pipeline Natural Gas",NA,NA,NA,NA,"1970-01-01","Operating",392,"GT3 (45)","1592_J3T1",45,0,12.5660621761658,31,0.622085492227979,711,717,2013-01-23,2023-12-23,772,1.57376559117617,10.5450262859499,NA,244.044559585492,4296,2,0.0465549348230912,"Low"
"MA","Medway Station",1592,"J3T2",NA,2013,"CAIROS, RGGI","604279",1,NA,"Norfolk County","MA021","021","Electric Utility",42.1364,-71.4478,"Exelon New England Holdings, LLC (Owner)|Exelon West Medway, LLC (Operator)",NA,NA,"Combustion turbine","Diesel Oil","Pipeline Natural Gas",NA,NA,NA,NA,"1970-01-01","Operating",392,"GT3 (45)","1592_J3T2",45,0,12.7085137085137,30,0.616421356421356,639,635,2013-01-23,2023-12-22,693,1.54192119904621,9.74672419666175,NA,241.824242424242,3840,2,0.0520833333333333,"Low"
"MA","Blackstone",1594,"11","CP2, CS2",2013,"CAIROS","604358 (Ended Oct 28, 2013), 601388 (Started Oct 28, 2013)(Ended Dec 23, 2013), 607297 (Started Dec 23, 2013)",1,"NPCC","Middlesex County","MA017","017","Cogeneration",42.3636,-71.1161,"Harvard University (Owner)|Harvard University (Operator)",NA,NA,"Dry bottom wall-fired boiler","Pipeline Natural Gas","Residual Oil",NA,"Combustion Modification/Fuel Reburning",NA,NA,"1963-01-01","Operating",280,"3 (2.5), 1 (12.5), 5 (5), 4 (3.5)","1594_11",23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MA","Blackstone",1594,"12","CP2, CS2",2013,"CAIROS","604358 (Ended Oct 28, 2013), 601388 (Started Oct 28, 2013)(Ended Dec 23, 2013), 607297 (Started Dec 23, 2013)",1,"NPCC","Middlesex County","MA017","017","Cogeneration",42.3636,-71.1161,"Harvard University (Owner)|Harvard University (Operator)",NA,NA,"Dry bottom wall-fired boiler","Pipeline Natural Gas","Residual Oil",NA,"Combustion Modification/Fuel Reburning",NA,NA,"1963-01-01","Operating",280,"1 (12.5), 5 (5), 4 (3.5), 3 (2.5)","1594_12",23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MA","Kendall Green Energy LLC",1595,"2",NA,2013,"ARP, CAIROS, RGGI","1246 (Ended Jan 09, 2013), 602719 (Started Jan 09, 2013)",1,NA,"Middlesex County","MA017","017","Electric Utility",42.3633,-71.0792,"GenOn Kendall, LLC (Owner/Operator)|GenOn Kendall, LLC (Owner/Operator)","Phase 2",NA,"Dry bottom wall-fired boiler","Pipeline Natural Gas","Residual Oil",NA,NA,NA,NA,"1949-06-01","Operating",273,"3 (27.2), 2 (23)","1595_2",50.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MA","Kendall Green Energy LLC",1595,"3",NA,2013,"ARP, CAIROS, RGGI","1246 (Ended Jan 09, 2013), 602719 (Started Jan 09, 2013)",1,NA,"Middlesex County","MA017","017","Electric Utility",42.3633,-71.0792,"GenOn Kendall, LLC (Owner/Operator)|GenOn Kendall, LLC (Owner/Operator)","Phase 2",NA,"Dry bottom wall-fired boiler","Pipeline Natural Gas","Residual Oil",NA,"Low NOx Burner Technology (Dry Bottom only)",NA,NA,"1954-11-01","Operating",409,"3 (27.2), 3 (27.2)","1595_3",54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MA","Kendall Green Energy LLC",1595,"4",NA,2013,"ARP, CAIROS, RGGI","1246 (Ended Jan 09, 2013), 602719 (Started Jan 09, 2013)",1,NA,"Middlesex County","MA017","017","Electric Utility",42.3633,-71.0792,"GenOn Kendall, LLC (Owner/Operator)|GenOn Kendall, LLC (Owner/Operator)","Phase 2",NA,"Combined cycle","Pipeline Natural Gas","Diesel Oil",NA,"Dry Low NOx Burners|Selective Catalytic Reduction",NA,NA,"2002-08-08","Operating",2450,"1 (17.2), GEN4 (186.2), 2 (23), 3 (27.2)","1595_4",253.6,4,260.820168110101,323,0.996838305633857,78401,8784,2013-01-08,2023-12-31,78401,0.38525244709139,0.0459694871453553,0.00389223251982218,1686.78251640923,8784,8760,99.7267759562842,"High"
"MA","Kendall Green Energy LLC",1595,"S6",NA,2013,"CAIROS","1246 (Ended Jan 09, 2013), 602719 (Started Jan 09, 2013)",1,NA,"Middlesex County","MA017","017","Electric Utility",42.3633,-71.0792,"GenOn Kendall, LLC (Owner/Operator)|GenOn Kendall, LLC (Owner/Operator)",NA,NA,"Combustion turbine","Diesel Oil",NA,NA,"Water Injection",NA,NA,"1970-03-01","Operating",308,"JET1 (20)","1595_S6",20,0,8.75944333996024,23,0.648091451292247,406,445,2013-06-24,2023-09-16,0,NA,23.0410349523377,NA,199.612723658052,2448,3,0.122549019607843,"Low"
"MA","Canal Station",1599,"1",NA,2013,"ARP, CAIROS, RGGI","1246 (Ended Jan 10, 2013), 2041 (Started Jan 10, 2013)",1,"NPCC","Barnstable County","MA001","001","Electric Utility",41.7694,-70.5097,"GenOn Canal, LLC (Owner/Operator)|GenOn Canal, LLC (Owner/Operator)","Phase 2",NA,"Dry bottom wall-fired boiler","Residual Oil",NA,NA,"Low NOx Burner Technology w/ Overfire Air|Other|Selective Catalytic Reduction|Combustion Modification/Fuel Reburning","Electrostatic Precipitator",NA,"1968-07-01","Operating",5450,"1 (542.5)","1599_1",542.5,0,307.165131354487,599,0.966796315250768,2361,2054,2013-10-26,2023-11-16,2931,0.783660443562764,0.978442561987602,3.50523934106482,2966.5579406346,3144,102,3.24427480916031,"Low"
"MA","Canal Station",1599,"2",NA,2013,"ARP, CAIROS, RGGI","1246 (Ended Jan 10, 2013), 2041 (Started Jan 10, 2013)",1,"NPCC","Barnstable County","MA001","001","Electric Utility",41.7694,-70.5097,"GenOn Canal, LLC (Owner/Operator)|GenOn Canal, LLC (Owner/Operator)","Phase 2",NA,"Dry bottom wall-fired boiler","Residual Oil","Pipeline Natural Gas",NA,"Low NOx Burner Technology w/ Overfire Air|Overfire Air|Combustion Modification/Fuel Reburning","Electrostatic Precipitator",NA,"1976-02-01","Operating",5973,"2 (529.62)","1599_2",529.62,0,205.488460494162,594,0.972573988596253,2928,3015,2013-06-13,2023-11-21,3680,0.763309687717194,1.4914899592238,2.20442736788696,2188.93277002444,4176,121,2.89750957854406,"Low"
"MA","Canal Station",1599,"3",NA,2019,"ARP, RGGI, SIPNOX","609172 (Ended Mar 12, 2019), 605836 (Started Mar 12, 2019)",1,"NPCC","Barnstable County","MA001","001","Electric Utility",41.7694,-70.5097,"Canal 3 Generating LLC (Owner)|NAES Corporation (Operator)","Phase 2",NA,"Combustion turbine (Started Apr 04, 2019)","Pipeline Natural Gas","Diesel Oil",NA,"Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction",NA,NA,"2019-04-05","Operating (Started 04/04/2019)",3667.4,"3 (330)","1599_3",330,0,253.015437933207,377,0.938090737240076,3151,2399,2019-08-22,2023-02-03,3174,0.596695071793154,0.10167714187164,0.00609584457663146,2434.78307844991,3744,99,2.64423076923077,"Low"
"MA","Canal Station",1599,"3",NA,2020,"ARP, RGGI, SIPNOX","605836",1,"NPCC","Barnstable County","MA001","001","Electric Utility",41.7694,-70.5097,"Canal 3 Generating LLC (Owner)|NAES Corporation (Operator) (Ended Mar 06, 2020)|Canal 3 Generating LLC (Operator) (Started Mar 06, 2020)","Phase 2",NA,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",NA,"Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction",NA,NA,"2019-04-05","Operating",3667.4,"3 (330)","1599_3",330,0,253.015437933207,377,0.938090737240076,3151,2399,2019-08-22,2023-02-03,3174,0.596695071793154,0.10167714187164,0.00609584457663146,2434.78307844991,3744,99,2.64423076923077,"Low"
"MA","Mount Tom",1606,"1",NA,2013,"ARP, CAIROS, RGGI","606893",1,"NPCC","Hampden County","MA013","013","Electric Utility",42.2814,-72.6053,"Mt. Tom Generating Company LLC (Owner)|FirstLight Power Resources (Operator)","Phase 2","Phase 2 Group 1","Dry bottom wall-fired boiler","Coal",NA,NA,"Overfire Air|Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction","Electrostatic Precipitator",NA,"1960-06-01","Operating",1480,"1 (147)","1606_1",147,0,79.8031767955801,145,0.97807320441989,1145,1422,2013-01-01,2014-02-25,1443,1.2672448184847,1.07899831249189,2.41370191683614,985.667282458564,1992,0,0,"Low"
"MA","Mount Tom",1606,"1",NA,2014,"ARP, CAIROS, RGGI","606893",1,"NPCC","Hampden County","MA013","013","Electric Utility",42.2814,-72.6053,"Mt. Tom Generating Company LLC (Owner)|FirstLight Power Resources (Operator)","Phase 2","Phase 2 Group 1","Dry bottom wall-fired boiler","Coal",NA,NA,"Overfire Air|Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction","Electrostatic Precipitator",NA,"1960-06-01","Operating (Retired 05/27/2014)",1480,"1 (147)","1606_1",147,0,79.8031767955801,145,0.97807320441989,1145,1422,2013-01-01,2014-02-25,1443,1.2672448184847,1.07899831249189,2.41370191683614,985.667282458564,1992,0,0,"Low"
"MA","Mount Tom",1606,"1",NA,2015,NA,"606893",1,"NPCC","Hampden County","MA013","013","Electric Utility",42.2814,-72.6053,"Mt. Tom Generating Company LLC (Owner)|FirstLight Power Resources (Operator)",NA,NA,"Dry bottom wall-fired boiler","Coal",NA,NA,"Overfire Air|Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction","Electrostatic Precipitator",NA,"1960-06-01","Retired",1480,"1 (147)","1606_1",147,0,79.8031767955801,145,0.97807320441989,1145,1422,2013-01-01,2014-02-25,1443,1.2672448184847,1.07899831249189,2.41370191683614,985.667282458564,1992,0,0,"Low"
"MA","Brayton Point",1619,"1",NA,2013,"ARP, CAIROS, RGGI","606670 (Ended Sep 06, 2013), 606292 (Started Sep 06, 2013)",1,"NPCC","Bristol County","MA005","005","Electric Utility",41.7125,-71.1914,"Dominion Energy Brayton Point, LLC (Owner/Operator) (Ended Sep 19, 2013)|Brayton Point Energy, LLC (Owner) (Started Sep 19, 2013)|Dominion Energy Brayton Point, LLC (Owner/Operator) (Ended Sep 19, 2013)|Brayton Point Energy, LLC (Operator) (Started Sep 19, 2013)","Phase 2","Phase 2 Group 1","Tangentially-fired","Coal","Residual Oil, Pipeline Natural Gas","Dry Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA|Selective Catalytic Reduction","Baghouse|Electrostatic Precipitator",NA,"1963-04-25","Operating",2450,"1 (241)","1619_1",241,1,181.251108054409,262,0.99550410107494,19629,8142,2013-01-01,2017-05-31,19629,0.991475030201435,0.671653726005389,1.59416675239433,1761.48544755209,8400,3139,37.3690476190476,"Low"
"MA","Brayton Point",1619,"1",NA,2017,"ARP, MATS, RGGI, SIPNOX","608541, 607214 (Started Dec 19, 2017)(Ended Dec 20, 2017)",1,"NPCC","Bristol County","MA005","005","Electric Utility",41.7125,-71.1914,"Brayton Point Energy, LLC (Owner)|Brayton Point Energy, LLC (Operator)","Phase 2","Phase 2 Group 1","Tangentially-fired","Coal","Residual Oil, Pipeline Natural Gas","Dry Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA|Selective Catalytic Reduction","Baghouse|Electrostatic Precipitator",NA,"1963-04-25","Operating (Retired 06/01/2017)",2600,"1 (241)","1619_1",241,1,181.251108054409,262,0.99550410107494,19629,8142,2013-01-01,2017-05-31,19629,0.991475030201435,0.671653726005389,1.59416675239433,1761.48544755209,8400,3139,37.3690476190476,"Low"
"MA","Brayton Point",1619,"2",NA,2013,"ARP, CAIROS, RGGI","606670 (Ended Sep 06, 2013), 606292 (Started Sep 06, 2013)",1,"NPCC","Bristol County","MA005","005","Electric Utility",41.7125,-71.1914,"Dominion Energy Brayton Point, LLC (Owner/Operator) (Ended Sep 19, 2013)|Brayton Point Energy, LLC (Owner) (Started Sep 19, 2013)|Dominion Energy Brayton Point, LLC (Owner/Operator) (Ended Sep 19, 2013)|Brayton Point Energy, LLC (Operator) (Started Sep 19, 2013)","Phase 2","Phase 2 Group 1","Tangentially-fired","Coal","Residual Oil, Pipeline Natural Gas","Dry Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Baghouse|Electrostatic Precipitator",NA,"1964-05-27","Operating",2450,"2 (241)","1619_2",241,1,182.250717640919,292,0.994209942588727,15328,6647,2013-01-01,2017-05-31,15328,0.963632609031053,2.30835088574027,1.97688969976793,1723.65580962944,7608,2685,35.2917981072555,"Low"
"MA","Brayton Point",1619,"2",NA,2017,"ARP, MATS, RGGI, SIPNOX","608541, 607214 (Started Dec 19, 2017)(Ended Dec 20, 2017)",1,"NPCC","Bristol County","MA005","005","Electric Utility",41.7125,-71.1914,"Brayton Point Energy, LLC (Owner)|Brayton Point Energy, LLC (Operator)","Phase 2","Phase 2 Group 1","Tangentially-fired","Coal","Residual Oil, Pipeline Natural Gas","Dry Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Baghouse|Electrostatic Precipitator",NA,"1964-05-27","Operating (Retired 06/01/2017)",2450,"2 (241)","1619_2",241,1,182.250717640919,292,0.994209942588727,15328,6647,2013-01-01,2017-05-31,15328,0.963632609031053,2.30835088574027,1.97688969976793,1723.65580962944,7608,2685,35.2917981072555,"Low"
"MA","Brayton Point",1619,"3",NA,2013,"ARP, CAIROS, RGGI","606670 (Ended Sep 06, 2013), 606292 (Started Sep 06, 2013)",1,"NPCC","Bristol County","MA005","005","Electric Utility",41.7125,-71.1914,"Dominion Energy Brayton Point, LLC (Owner/Operator) (Ended Sep 19, 2013)|Brayton Point Energy, LLC (Owner) (Started Sep 19, 2013)|Dominion Energy Brayton Point, LLC (Owner/Operator) (Ended Sep 19, 2013)|Brayton Point Energy, LLC (Operator) (Started Sep 19, 2013)","Phase 2","Phase 2 Group 1","Dry bottom wall-fired boiler","Coal","Residual Oil, Pipeline Natural Gas","Dry Lime FGD (Began Dec 17, 2013)","Low NOx Burner Technology w/ Overfire Air|Selective Catalytic Reduction","Electrostatic Precipitator",NA,"1969-12-31","Operating",5800,"3 (642.6)","1619_3",642.6,1,476.849068180075,666,0.995398420124243,13039,5835,2013-01-01,2017-03-29,13039,0.90060259246482,0.655404643405411,1.81374266501652,4189.50905936038,6120,2119,34.6241830065359,"Low"
"MA","Brayton Point",1619,"3",NA,2017,"ARP, MATS, RGGI, SIPNOX","608541, 607214 (Started Dec 19, 2017)(Ended Dec 20, 2017)",1,"NPCC","Bristol County","MA005","005","Electric Utility",41.7125,-71.1914,"Brayton Point Energy, LLC (Owner)|Brayton Point Energy, LLC (Operator)","Phase 2","Phase 2 Group 1","Dry bottom wall-fired boiler","Coal","Residual Oil, Pipeline Natural Gas","Dry Lime FGD","Low NOx Burner Technology w/ Overfire Air|Selective Catalytic Reduction","Electrostatic Precipitator",NA,"1969-12-31","Operating (Retired 06/01/2017)",5800,"3 (642.6)","1619_3",642.6,1,476.849068180075,666,0.995398420124243,13039,5835,2013-01-01,2017-03-29,13039,0.90060259246482,0.655404643405411,1.81374266501652,4189.50905936038,6120,2119,34.6241830065359,"Low"
